Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
7602,Oregon Museum of Science and Industry - OR,93-0402877,"['1945 Southeast Water Avenue', 'Portland, OR 97214']",(503) 797-4634,,80.95,73.36,96.00, 74.8%, 18.2%,  6.9%,$0.12,  3.4%,  -1.1%,2.31,"Arts, Culture, Humanities : Museums",Touch. Explore. Question. Imagine.,http://www.omsi.edu/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7602
15981,Oregon Natural Desert Association - OR,94-3098621,"['50 South West Bond Street', 'Suite 4 Bend, OR 97702']",(541) 330-2638,,87.23,98.70,82.00, 87.0%,  7.2%,  5.6%,$0.08, 27.7%, 16.7%,1.13,Environment : Environmental Protection and Conservation,"Working to protect, defend and restore Oregon's high desert for over 25 years",https://onda.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15981
4279,Oregon Public Broadcasting - OR,93-0814638,"['7140 Southwest Macadam Avenue', 'Portland, OR 97219']",(800) 241-8123,,82.02,74.90,96.00, 66.8%, 16.5%, 16.5%,$0.21,  -1.7%,  -2.1%,1.91,"Arts, Culture, Humanities : Public Broadcasting and Media","Television, radio, and news for Oregon and Southwest Washington",http://www.opb.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4279
4281,Oregon Shakespeare Festival - OR,93-0407022,"['15 South Pioneer Street', 'Ashland, OR 97520']",(541) 488-3880,(541) 482-6917,91.34,88.13,97.00, 71.2%, 23.6%,  5.1%,$0.11, 10.1%,  5.5%,1.11,"Arts, Culture, Humanities : Performing Arts",Revealing our collective humanity through illuminating interpretations of new and classic plays,http://www.osfashland.com/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4281
6412,Oregon Symphony - OR,93-0446527,"['921 Southwest Washington', 'Suite 200 Portland, OR 97205']",(503) 228-4294,(503) 228-4150,79.76,71.39,100.00, 78.4%, 15.4%,  6.0%,$0.12,  0.5%,  1.1%,0.18,"Arts, Culture, Humanities : Performing Arts",Providing concerts and assisting in the cultural development of the public,http://www.orsymphony.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6412
5783,Oregon Zoo Foundation - OR,93-0718337,"['4001 Southwest Canyon Road', 'Portland, OR 97221']",(503) 220-5770,(503) 223-9323,85.93,80.33,97.00, 75.2%,  7.8%, 16.9%,$0.18,  0.3%,  9.5%,1.93,Animals : Zoos and Aquariums,"Amplifying the Oregon Zoo's accomplishments in conservation, education and animal welfare.",http://www.oregonzoo.org/about/about-oregon-zoo-foundation,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5783
13200,Organ Donation And Transplant Association Of America - FL,30-0339531,"['108 Lakeshore Drive', 'Suite 440 North Palm Beach, FL 33408']",(561) 775-9289,,51.04,37.60,70.00, 38.4%, 24.9%, 36.6%,$0.49, -35.9%, -39.3%,-1.62,Community Development : Fundraising,Leave a legacy - share your life with others,http://www.odtaa.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13200
10156,Organic Consumers Association - MN,41-1908341,"['6771 South Silver Hill Drive', 'Finland, MN 55603']",(218) 226-4164,(218) 353-7652,86.27,87.68,85.00, 76.8%,  9.2%, 13.8%,$0.12, 30.5%, 33.5%,0.34,Environment : Environmental Protection and Conservation,"Campaigning for health, justice, sustainability, peace, and democracy",http://www.organicconsumers.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10156
10779,Organic Farming Research Foundation - CA,77-0252545,"['303 Potrero Street', 'Suite 29-203 Santa Cruz, CA 95060']",(831) 426-6606,(831) 426-6670,88.09,85.19,92.00, 76.9%, 16.0%,  6.9%,$0.02, 13.9%, -17.1%,1.35,Research and Public Policy : Social and Public Policy Research,Fostering the improvement and widespread adoption of organic farming systems,http://ofrf.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10779
11285,Organization for Autism Research - VA,54-2062167,"['2000 North Fourteenth Street', 'Suite 240 Arlington, VA 22201']",(703) 243-9710,(703) 243-9751,82.75,75.61,100.00, 82.7%,  4.0%, 13.2%,$0.12,  -3.0%,  1.8%,0.91,"Health : Diseases, Disorders, and Disciplines",Research and resources that help families today,http://www.researchautism.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11285
9914,Organization for Tropical Studies - NC,56-2125831,"['410 Swift Avenue', 'Box 90630 Durham, NC 27705']",(919) 684-5774,,85.78,83.17,89.00, 78.6%, 17.8%,  3.5%,$0.13,  -3.6%,1.02,  9.4%,Education : Adult Education Programs and Services,"Contributing to the appreciation, understanding, and protection of nature and the human environment",http://ots.ac.cr/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9914
13270,The Orion Society - MA,22-3508064,"['187 Main Street', 'Great Barrington, MA 01230']",(888) 909-6568,,73.67,70.72,77.00, 79.4%, 18.5%,  1.9%,$0.03,  3.8%,  -0.4%,-0.02,"Arts, Culture, Humanities : Public Broadcasting and Media","Informing, inspiring, and engaging individuals and grassroots organizations in becoming a significant cultural force for healing nature and community",http://www.orionsociety.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13270
14285,Orlando Museum of Art - FL,59-0910352,"['2416 North Mills Avenue', 'Orlando, FL 32803']",(407) 896-4231,(407) 896-9920,94.85,93.92,96.00, 71.2%, 20.6%,  8.0%,$0.09,  9.0%,3.14,  1.8%,"Arts, Culture, Humanities : Museums",Enriching the cultural life of Florida,http://www.omart.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14285
13605,Orlando Philharmonic Orchestra - FL,59-3058884,"['812 East Rollins Street', 'Suite 300 Orlando, FL 32803']",(407) 896-6700,,86.36,96.67,81.00, 91.7%,  2.6%,  5.5%,$0.09, 13.3%, 20.8%,0.65,"Arts, Culture, Humanities : Performing Arts",Foster and promote symphonic music,https://orlandophil.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13605
9614,Orlando Science Center - FL,59-0896343,"['777 East Princeton Street', 'Orlando, FL 32803']",(888) 672-4386,(407) 514-2056,86.29,92.82,82.00, 87.6%,  7.0%,  5.2%,$0.09, 14.9%,  8.1%,0.73,"Arts, Culture, Humanities : Museums","Explore, discover, together",http://www.osc.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9614
11470,Orlando Shakespeare Theater - FL,59-2931698,"['812 East Rollins Street', 'Orlando, FL 32803']",(407) 447-1700,(407) 447-1701,91.98,97.29,89.00, 85.1%, 10.2%,  4.6%,$0.09, 10.2%,  7.4%,1.76,"Arts, Culture, Humanities : Performing Arts",Producing bold professional theater,http://www.orlandoshakes.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11470
9253,Orlando Union Rescue Mission - FL,59-1035082,"['1521 West Washington Street', 'Orlando, FL 32802']",(407) 422-4855,(407) 425-7510,80.82,75.22,89.00, 79.7%,  5.6%, 14.5%,$0.16,  -1.4%,  2.3%,1.57,Human Services : Homeless Services,"Bringing the hungry, hurting, and homeless to new life, new goals and a new future in Christ",http://www.ourm.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9253
6904,Orphan Grain Train - NE,31-1614650,"['P.O. Box 1466', 'Norfolk, NE 68702']",(402) 371-7393,(402) 371-7350,91.55,88.05,100.00, 97.2%,  1.6%,  1.1%,< $0.01,  4.1%,  3.2%,0.51,International : Humanitarian Relief Supplies,Relief for human need worldwide,http://www.ogt.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6904
11392,Orphan Helpers - VA,54-1995429,"['813 Forrest Drive', 'Suite A Newport News, VA 23606']",(757) 722-6940,(757) 722-6942,77.44,68.35,96.00, 83.5%,  6.3%, 10.1%,$0.11,  -6.0%,  -7.8%,0.22,Religion : Religious Activities,Today's orphans... Tomorrow's helpers,http://www.orphanhelpers.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11392
10946,Orphan's Lifeline of Hope International - MT,81-0530827,"['135 Kelly Road', 'Kalispell, MT 59901']",(406) 257-0868,(406) 257-4744,85.59,92.66,81.00, 86.6%, 11.7%,  1.6%,< $0.01,  4.7%,0.19,< 0.1%,International : Development and Relief Services ,Bringing hope to the orphans of the world,http://www.orphanslifeline.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10946
15079,ORPHANetwork - VA,54-1983817,"['1500 North Great Neck Road', 'Virginia Beach, VA 23454']",(757) 333-7200,,85.66,92.92,81.00, 86.7%,  5.8%,  7.3%,$0.07,  9.3%, 13.5%,0.38,International : Development and Relief Services,"To see abandoned children rescued, restored and redeemed through the love of Christ",http://www.orphanetwork.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15079
9446,Orpheus Chamber Orchestra - NY,23-7362572,"['490 Riverside Drive', '11th Floor New York, NY 10027']",(212) 896-1700,(212) 896-1717,83.46,78.02,92.00, 78.6%, 11.3%, 10.0%,$0.17,  1.7%, 13.0%,0.23,"Arts, Culture, Humanities : Performing Arts",Illuminating musical works of art in a profoundly unique manner,http://orpheusnyc.com/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9446
5013,ORT America - NY,13-5562424,"['75 Maiden Lane', '10th Floor New York,', 'NY 10038']",(800) 519-2678,(212) 674-3057,75.49,66.82,90.00, 73.9%, 12.4%, 13.6%,$0.13,0.34,  -3.0%, 62.4%,"Education : Youth Education Programs and Services 
      (Fundraising) 
      
 ",Educate and Elevate.  ORT Works!,http://www.ortamerica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5013
5279,Orthopaedic Research and Education Foundation - IL,36-6009467,"['6300 North River Road', 'Suite 700 Rosemont, IL 60018']",(847) 698-9980,(847) 698-7806,82.79,76.69,93.00, 65.5%, 12.9%, 21.5%,$0.25,  8.9%,  6.7%,0.30,Health : Medical Research,Finding answers. Improving lives.,http://www.oref.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5279
8416,Oshkosh Area Humane Society - WI,39-1709813,"['1925 Shelter Court', 'Oshkosh, WI 54901']",(920) 303-3166,(920) 424-2113,74.11,80.52,69.00, 77.0%, 14.1%,  8.7%,$0.19, -10.9%,  5.3%,1.72,"Animals : Animal Rights, Welfare, and Services",Caring for animals . . .serving our community,https://www.oahs.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8416
14316,Oshkosh Area United Way - WI,39-1017908,"['36 Broad Street', 'Suite 100 Oshkosh, WI 54901']",(920) 235-8560,,84.61,78.62,96.00, 79.5%,  4.6%, 15.7%,$0.15,  0.3%,  -1.1%,1.95,Community Development : Fundraising,LIVE UNITED,http://www.oshkoshunitedway.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14316
8139,Osteogenesis Imperfecta Foundation - MD,23-7076021,"['804 West Diamond Avenue', 'Suite 210 Gaithersburg, MD 20878']",(844) 889-7579,(301) 947-0456,91.36,90.78,92.00, 79.0%,  7.2%, 13.6%,$0.15,  8.3%,1.47, 11.3%,"Health : Diseases, Disorders, and Disciplines",Helping people cope with problems associated with osteogenesis imperfecta,http://www.oif.org/site/PageServer,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8139
10697,OUR Center - CO,74-2448346,"['303 Atwood Street', 'Longmont, CO 80501']",(303) 772-5529,(303) 684-0856,90.97,90.06,92.00, 84.4%,  9.9%,  5.5%,$0.06, 11.6%,  2.1%,0.74,Human Services : Social Services,Paving the road to self-sufficiency,http://www.ourcenter.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10697
14451,OUR HOUSE Grief Support Center - CA,33-0529915,"['1663 Sawtelle Boulevard', 'Suite 300 Los Angeles, CA 90025']",(310) 473-1511,(310) 473-1515,82.93,90.08,78.00, 75.8%,  6.4%, 17.7%,$0.13, 20.0%, 16.8%,1.42,Human Services : Children's and Family Services,Sharing Grief. Finding Hope. ,http://www.ourhouse-grief.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14451
14616,"Our House, Arkansas - AR",71-0653846,"['302 East Roosevelt Road', 'Little Rock, AR 72206']",(501) 374-7383,,89.19,97.08,85.00, 88.1%,  5.3%,  6.5%,$0.05,  8.3%, 15.8%,3.97,Human Services : Homeless Services,Hope for the Working Homeless,http://ourhouseshelter.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14616
14295,"Our House, Georgia - GA",58-1743333,"['711 Columbia Drive', 'Decatur, GA 30030']",(404) 378-0938,(404) 378-1060,85.32,85.65,85.00, 75.5%,  6.9%, 17.5%,$0.08, 35.6%,  2.1%,2.64,Human Services : Homeless Services,A Childcare and Support Center for Homeless Families,http://www.ourhousega.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14295
14529,Our Kids - TN,58-1830327,"['1804 Hayes Street', 'Nashville, TN 37203']",(615) 341-4917,(615) 341-4919,87.44,86.07,89.00, 83.2%, 11.0%,  5.6%,$0.09,  3.0%,  1.7%,1.35,Human Services : Children's and Family Services,Help. Hope. Healing. For children and families affected by child sexual abuse.,https://ourkidscenter.com/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14529
10429,Our Lady's Inn - MO,43-1213751,"['4223 South Compton Avenue', 'St. Louis, MO 63111']",(314) 351-4590,(314) 351-2119,98.36,97.69,100.00, 83.7%,  6.6%,  9.6%,$0.09,  6.1%,1.69,  2.7%,Human Services : Children's and Family Services ,"Saving lives, building healthy hopeful tomorrows",http://www.ourladysinn.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10429
15336,Our Little Haven - MO,43-1567500,"['4316 Lindell Boulevard', 'St. Louis, MO 63108']",(314) 533-2229,,87.58,83.90,93.00, 85.1%,  5.7%,  9.0%,$0.08,  2.0%,  -1.6%,3.19,"Human Services : Youth Development, Shelter, and Crisis Services",Caring for Children and Families.  Mind. Body. Soul.,http://www.ourlittlehaven.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15336
12532,Our Military Kids - VA,56-2483648,"['6861 Elm Street, Suite 2A', 'McLean, VA 22101']",(866) 691-6654,(703) 734-6503,87.00,82.07,96.00, 92.0%,  2.2%,  5.6%,$0.05,  1.4%, -22.8%,0.74,Community Development : Fundraising,Providing support to military children,http://www.ourmilitarykids.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12532
12711,Our Piece of the Pie - CT,06-0939659,"['20-28 Sargent Street', 'Hartford, CT 06105']",(860) 761-7300,(860) 297-0174,93.28,91.38,96.00, 88.8%,  7.3%,  3.8%,$0.03, 15.2%, 16.5%,0.23,"Human Services : Youth Development, Shelter, and Crisis Services",Helping urban youth become economically independent adults,http://www.opp.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12711
14208,Out & Equal Workplace Advocates - CA,02-0681855,"['155 Sansome Street', 'Suite 450 San Francisco, CA 94104']",(415) 694-6500,(415) 694-6530,83.08,78.76,89.00, 76.2%, 13.2%, 10.4%,$0.16,  1.8%,0.32, 26.8%,Human and Civil Rights : Advocacy and Education ,Educate & Empower,http://www.outandequal.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14208
13126,Outreach - IA,20-0636360,"['301 Center Street', 'Union, IA 50258']",(800) 513-0935,(641) 486-2570,94.28,98.86,92.00, 88.6%,  9.2%,  2.1%,$0.03,  8.5%, 16.1%,0.52,International : Humanitarian Relief Supplies,Together we can make a difference,http://www.outreachprogram.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13126
4287,The Outreach Foundation  - TN,58-1375506,"['381 Riverside Drive', 'Suite 110 Franklin, TN 37064']",(615) 778-8881,(615) 778-8887,100.00,100.00,100.00, 89.2%,  6.5%,  4.2%,$0.04,  9.7%,1.14,  0.1%,"Religion : Religious Activities 
      (Fundraising) 
      
 ",Engaging Presbyterians and global partners in proclaiming the good news of Jesus Christ,http://www.theoutreachfoundation.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4287
5350,Outreach International - MO,43-1164177,"['129 West Lexington', 'Second Floor Independence, MO 64050']",(816) 833-0883,(816) 833-0103,86.26,80.58,100.00, 78.4%,  7.0%, 14.4%,$0.14,  4.7%,  4.5%,0.55,International : Development and Relief Services,Sustainable good,http://www.outreach-international.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5350
8256,OutRight Action International - NY,94-3139952,"['80 Maiden Lane', 'Suite 1505 New York, NY 10038']",(212) 430-6054,(212) 430-6060,88.41,87.86,89.00, 74.8%, 12.8%, 12.3%,$0.11,1.13,  3.8%,  8.2%,Human and Civil Rights : Advocacy and Education ,Human rights for everyone. Everywhere.,http://www.iglhrc.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8256
